00AIVKIDO01487633,LS,2006,5315.01,1,,2020-07-17,27,user09
01WR7E2ZMCD216522,FE145,2006,2572,1,automatic safety features; ,2021-02-09,34,user18
06XZOKN8UAY309163,5-Sep,2004,1177.06,1,,2020-02-13,39,user25
073HOEWCHAF741925,QX56,2013,4488.9,1,,2021-02-20,20,user18
07TSE0YYIZF380247,CR125R,2003,2262.77,1,good gear; disc brake; disc brake; ,2020-04-11,18,user20
07W0YPOJ5ME337155,V8 VANTAGE,2009,3976.03,1,,2020-09-02,3,roland
0BT52YYB1L8670257,SLK350,2012,13651.83,1,coupe; ,2020-03-15,32,user27
0EPPRCZZ8NW751990,EXIGE,2010,4789.06,1,superturbocharger; crankcase; ,2020-07-22,28,user18
0I0Q707FJ2E520815,VOYAGER,2002,1561.77,1,supernew catalytic converter; ,2020-09-25,10,user03
0K0DP4SDKL0912273,ALPINA B7L XDRIVE,2013,3044.58,1,power train; ,2020-03-21,6,user27
0T8OJLNDGOE809956,GHOST,2021,3972.65,0,four-wheel drive; high differential; strong muffler; ,2020-06-26,38,user03
0UBBG820VBK445621,LUPO,2007,3628.68,1,best possible traction; autotachometer; ,2020-02-27,45,user11
0VWWXBNXE6N897485,GRAND CHEROKEE,2007,1006.68,1,ultra new transmission; best sedan; ,2020-04-18,22,user25
0WPI14P1N3Y139809,EX35,2008,4256.41,1,automatic transmission; ,2021-01-16,20,user03
0YQVT1ME4G3999928,ARNAGE,2002,1085.89,1,front wheel drive; ,2021-05-23,5,user03
138J6387R5R404455,W3500 TILTMASTER,2003,1492.24,0,all passive safety features; ,2020-03-22,9,user20
15G3KHMPQ6Q659826,EVORA,2013,4054.4,1,anti-lock brake system (ABS); great stabilizer bar; ,2020-01-12,28,user05
1D5LRLSWAOI565071,ECONOLINE VAN,2012,4325.62,0,safe oil ring; ,2020-10-10,14,user14
1DQL1LHOWDJ517215,OUTBACK,2004,1284.63,1,crumple zones; oversteer; ,2020-05-02,41,user07
1EF7NFU0EUT973245,SIENNA,2002,3105.79,1,check the Monroney sticker - theer is nothing better than this vehicle; ,2020-10-18,43,user25
1FU8E0GMYMW270793,S,2013,2654.48,1,,2020-03-31,42,user14
1NGZ4FLKC0Y272420,ES350,2021,1135.53,1,high block; drive shaft; ,2020-06-09,26,user25
1XHDZEREQ7I052484,COUNTRYMAN,2012,6000.85,1,broad wheelbase; ,2020-02-16,33,user16
20DS0RGMDXW132327,B2300,2007,1800.98,1,disc brake; drum brake; good gear; ,2021-06-07,30,user26
21SSFP0O1TZ975822,ENZO,2004,2527.5,1,overdrive; ,2020-12-07,12,user18
222BHPCRR2U716446,CR-V,2001,2205.84,1,modern dashboard; ,2020-05-03,18,user14
23XU4U8IFDL261229,XK,2007,1812.08,1,original equipment manufacturer (OEM) parts; ,2020-09-10,21,user05
26OCQWEQYJV636712,ESCALADE,2014,2573.46,1,can be used as sports car; ,2021-06-15,8,user26
26RIMRHVSQK619881,SRX,2006,1647.53,1,superturbocharger; electronic transmission; ,2020-07-05,8,user09
280ECEXOEHP375800,IMPREZA,2001,1541.24,1,innovative air bags; ,2021-02-05,41,roland
2GJ51MZ0A1N199895,GALLARDO,2013,2743.31,1,best radiator; ,2020-06-26,24,user09
2H6ZZF8OOXC822443,EXIGE,2008,4789.06,1,no backfire/backfiring; ,2020-06-10,28,user27
2JFUVPW8OEP241581,R350,2008,3521.82,1,engine displacement; ,2020-09-14,32,user25
2JS82H11FSA911163,535XI,2008,4247.5,1,high torque; ,2020-10-26,6,user11
2M2YYWOTASX195835,A6,2005,1754.25,0,no backfire/backfiring; ,2020-05-31,4,user18
2MNNLWJKNT4620363,108SD,2013,2448.74,1,,2021-02-09,15,user07
2NMR3SMFNAZ813043,GALLARDO,2020,2743.31,1,superturbocharger; disc brake; ,2020-10-28,24,roland
2PLFCGV5R7I019543,CSX,2010,1291.57,0,no understeer; best radiator; ,2020-10-10,1,user27
2PTE667K3PZ151997,EUROVAN,2002,4051.61,0,best radiator; ,2020-05-27,45,user26
2UL7JBUREY0725461,OPTIMA,2010,4319.61,1,,2021-05-13,23,user27
2W7BN5RJGCI094698,XTERRA,2013,10249.6,1,high block; ,2020-12-18,35,user14
2XMKC0W8ARB619752,TOUAREG,2007,1655.83,1,,2020-05-27,45,user09
2ZGQSMRVMSR266772,TITAN,2018,1175.9,1,broad wheelbase; crumple zones; high differential; ,2021-06-01,35,user05
31C70O0QKDA098851,RANGE ROVER,2012,3972.38,0,,2020-06-26,25,user11
36GPKZLLJM1116960,GRANTURISMO,2017,4817.69,1,automatic torque converter; ,2020-03-15,29,user27
36HU6JXKV0B908236,RANGE ROVER,2007,3972.38,1,,2020-03-10,25,user11
3856NH1QBEC536316,A5,2012,1984.66,1,,2020-01-14,4,user27
3A03KTHXJ6O098081,XC70,2005,3369.1,1,front axle assembly; automatic torque converter; ,2021-03-07,46,user26
3A3OOF2JN5W951740,TUNDRA,2003,1763.04,1,sturdy rear axle assembly; ,2021-07-02,43,user27
3BZD4P4QMXX657876,FC80,2005,2168.4,1,superturbocharger; ,2020-02-02,15,user26
3C8P2TNWAH7477883,NSX,2004,3536.16,1,engine displacement; wide transaxle; front axle assembly; ,2020-01-20,1,user18
3J73EOBU1AT381615,PROMASTER 1500,2014,6607.68,1,anti-lock brake system (ABS); ,2020-07-07,37,user26
3JLCARWCAYY553033,MKZ,2010,1131.87,1,gap; ,2020-02-10,27,user11
3LSIXEX21UG135253,LR2,2015,5110.4,1,strong muffler; ,2020-02-08,25,user11
3PO4C2PYJG2012419,IMPREZA,2009,2629.98,1,best possible traction; ,2021-06-01,41,user14
3WLVE4GIZOK699230,MARK LT,2007,1565.57,1,engine displacement; ,2021-06-25,27,user26
40ZV2CDNP4T119176,COOPER,2008,2531.54,1,modern dashboard; ,2021-04-08,33,user05
41D7ZAIOT2O903612,RAM 4000,2005,4109.53,0,,2020-09-27,11,user11
42RZCIYGO3E765775,GALLARDO,2006,2743.31,0,best suspension; ,2021-05-11,24,user26
4AO3LKJSBVK865142,A3 QUATTRO,2006,3939,1,power train; ,2021-03-30,4,user27
4ILM6P01OC4089888,GRANSPORT,2005,3432.06,1,small spark plug gap; no backfire/backfiring; station wagon (Also known as wagon.); ,2021-01-19,29,user11
4J0U15MIVG3154225,TRX500FPE FOURTRAX FOREMAN 4X4 ES W,2009,2749.7,1,,2020-08-18,18,user09
4JT7M5DVI8N560897,MT55,2005,1584.17,1,high torque; ,2021-02-26,15,user03
4M0LNVY3QN7194734,COOPER PACEMAN,2019,3002.73,1,all passive safety features; sturdy side impact beams; ,2020-06-06,33,user03
4MN32RC4IOG603247,MKS,2011,1102.12,1,automatic valves; ,2020-01-24,27,user07
4QJE0AIYWQG719639,VANDEN PLAS,2001,1423.06,1,front axle assembly; ,2021-05-26,21,user25
4U6EIHP6IVH261573,DAKOTA,2010,2960.28,1,high torque; ,2020-12-17,37,user27
4VCO5FCED7G676135,S,2015,2654.48,1,automatic safety features; ,2021-01-14,42,user05
4ZDD0PLHYQ2396481,F650GS DAKAR ABS,2005,1724.77,1,,2020-05-17,6,user25
517DV0QLBFR999628,MULSANNE,2015,1557.58,1,gap; ,2020-11-17,5,roland
52RI0SIMIEO259872,EQUUS,2011,1361.52,1,drive shaft; ,2021-03-16,19,user20
55BNEOM74SD548903,FF,2017,1800.15,1,manual transmission; ,2020-01-24,12,user20
572N6O1FPHF266007,CANYON,2005,1318.35,1,,2021-01-02,17,user26
57QKKXRE3D4530992,S80,2005,2654.27,1,,2021-03-17,46,user11
5BJ3ZR2EH6A861494,MP4-12C,2018,5800.97,1,autotachometer; ,2020-07-28,31,user27
5BYUV0G3UUI083209,V8 VANTAGE,2009,3976.03,1,no understeer; engine displacement; best sedan; ,2020-08-13,3,roland
5CB4NEI0MK5675645,RAM 1500,2002,4949.98,1,no redline; ,2021-04-09,11,user11
5FJS67P7IPP595990,VANDEN PLAS,2005,1423.06,0,autotachometer; ,2020-02-28,21,user09
5NBXLBXN4X5470477,YUKON,2001,1232.23,1,,2021-06-19,17,user26
5PIT4XQ2IDT961455,RIDGELINE,2006,1160.69,1,no understeer; rack and pinion steering; ,2020-08-19,18,user09
5RCHA2RQSKN126776,520I,2016,3588.98,1,oversteer; ,2020-11-07,6,user07
5T4361QO304945721,ELISE,2010,3400.69,1,hatchback; ,2020-05-31,28,user11
5UQZITKQTP7241158,FL106,2003,5166.94,1,modern dashboard; detail; ,2020-10-14,15,user03
5W5DTMZTE7I312231,RAM 3500 PICKUP,2002,6365.84,1,,2020-03-30,11,user25
60A35P7VZQO153588,PHANTOM,2005,1706.99,0,engine displacement; ultra new transmission; innovative air bags; ,2020-11-07,38,user14
60R1UZM2YJQ922532,XKR-S,2020,5005.4,1,,2020-12-20,21,user16
61ZH3G2YGUO461519,S40,2009,2065.21,1,automatic valves; ,2021-03-01,46,user25
62EPDI1EYYJ402081,SAVANA 2500,2001,3037.76,1,check the Monroney sticker - theer is nothing better than this vehicle; crankcase; ,2020-03-25,17,user11
65AR6E3EWLS157544,DUCATO,2014,1265.69,1,electronic transmission; ,2020-02-21,13,user03
68T41LUUBBY587797,DIABLO,2001,5138.38,0,convertible; ,2020-01-16,24,user05
6ACP1HSTRBZ522953,B9 TRIBECA,2006,1641.46,0,automatic valves; ,2021-02-28,41,user03
6EO0EFPPJU8942538,S4,2005,4719.36,1,,2021-01-22,4,user26
6FEEUSROFOI436591,TAHOE,2002,6293.85,1,great rpms; wide chassis; ,2020-12-07,9,user25
6HE6INXKVOC685258,CX-5,2013,1745.11,1,anti-lock brake system (ABS); ,2021-05-19,30,user25
6HTUBB0KRJ1407886,CL500,2013,2160.72,1,power train; best suspension; ,2020-11-27,32,roland
6MEJXRJQ5O7025667,ESCALADE,2003,2573.46,1,overdrive; ,2020-08-05,8,user27
6N4TXWYA8PC030787,IS F,2010,1705.58,1,super new ignition system; ,2021-01-20,26,user09
6OAIXJI3HM8002365,CAYMAN,2021,6186.1,1,automatic torque converter; ,2020-09-03,36,user16
6OGX85SZXHN770887,ILX,2020,6722.11,1,autotachometer; ,2020-04-30,1,user20
6ONV5QC8SUL616218,OPTIMA,2013,4319.61,1,wide transaxle; ,2021-03-23,23,roland
6OT5NQTDYEP073810,XC70,2013,3369.1,1,best possible traction; ,2020-12-18,46,user14
6PM6SVF3CVX504384,QX56,2012,4488.9,1,best oil pump; ,2021-04-24,20,user27
6WN3XFUV8Z6152313,R320,2008,4510.97,1,high differential; ,2021-03-01,32,user18
73UHS1Z0DKT693966,FORTWO,2010,4201.18,1,very hard struts; innovative air bags; ,2020-04-01,40,user03
75QOYF2KTKC266578,BAJA,2003,1844.24,1,ultra new transmission; ,2020-04-02,41,user09
75VPS26W4QR001314,X-TRAIL,2013,1175.09,1,very hard struts; ,2021-06-26,35,user14
7754T022K8E889647,CRF125FB BIG WHEEL,2017,10546.56,1,,2020-09-07,18,user16
7BTXGZIH8NM209911,MDX,2010,1688.35,0,,2020-12-12,1,user05
7I0HJOT53IT807735,GRAND CARAVAN,2013,1043.48,0,minivan; engine displacement; wide transaxle; ,2020-12-29,11,user26
7I23Y4E5RZ7655655,DURANGO,2004,2533.66,1,best possible traction; super new ignition system; ,2021-04-20,11,user05
7KAYIOOSAYZ172761,4C,2016,3543.33,1,best possible traction; ,2020-09-24,2,user05
7PFC2F3KDN7669570,DIABLO,2001,5138.38,1,innovative air bags; ,2020-05-28,24,user14
7PL0G4ZAASO991142,FOCUS,2018,7174.13,1,wide chassis; ,2021-02-20,14,user14
7U1WAVAPBF2458008,COLORADO,2011,1474.42,1,air filtration system; ,2020-01-27,9,user11
7WLNYOXO5P1099432,EXIGE,2006,4789.06,1,coupe; ,2021-02-07,28,user09
7WNL4MP2M8Q856796,HMD 260,2003,2367.42,1,best suspension; ,2020-03-02,19,user27
7XKJRIZ0285479470,SX 2.0,2005,4140.89,1,,2020-10-03,11,roland
7XQG7TYXPF4141639,PATHFINDER,2006,3402.17,1,superturbocharger; ,2021-01-24,35,user09
83L3CNAESZD022827,FE125,2008,1104.39,1,very hard struts; ,2020-04-29,34,user20
88PR6O51FFE411202,TOUAREG,2011,1655.83,0,disc brake; power train; ,2020-05-20,45,user27
88WPSV7V73S064896,CB500F ABS,2014,2130.55,1,original equipment manufacturer (OEM) parts; ,2021-02-23,18,user16
8AWRIWHIOB7240899,FK260,2009,1187.66,1,strong muffler; ,2020-11-06,34,user16
8CQ47AK2LFM523345,PATRIOT,2008,1501.48,1,can be used as sports car; ,2020-03-04,22,user18
8DPBPQ225LD772299,RC350,2016,7278.85,1,,2021-03-02,26,user03
8G3LUP7YDIR245248,ARNAGE,2004,1085.89,1,crankcase; ,2020-06-03,5,user07
8MRNKO3ZQ1T953377,XJ,2015,2202.21,1,rear wheel drive; ,2020-09-13,21,user03
8RS6MDUB5YB272372,PHANTOM,2004,1706.99,1,minivan; high block; ,2020-12-28,38,user03
8X1ZMNTEG8V581855,W3500 FORWARD,2001,1951.52,1,safe oil ring; ,2021-06-19,17,user07
8XDGH5D6D3X672052,XK,2010,1812.08,0,sturdy rear axle assembly; ,2020-02-27,21,user05
AAVNFB47ECV285025,FL70,2002,2247.67,1,coupe; drive shaft; ,2020-07-19,15,user26
AH0SCOKRL8K489145,V40,2002,2563.52,1,supernew catalytic converter; ,2020-01-03,46,user25
AIMDPZ2KMND734997,QX56,2013,4488.9,1,hatchback; safe oil ring; ,2020-08-28,20,user26
AJ2JSVDYM0O897692,FORFOUR,2006,1109.16,1,,2020-04-21,40,user25
AJLR6IODVV3757973,TUNDRA,2003,1763.04,1,,2020-10-12,43,user20
AKKYTP5OU6P046110,FORESTER,2012,4410.06,0,modern dashboard; ,2020-04-25,41,user18
AKYPYSGLLFN832831,VANQUISH,2001,5080.04,1,,2020-10-06,3,user03
AM7FZWLEUHK307952,PT CRUISER,2002,1565.29,1,fuel injection; ,2021-01-01,10,user03
AQ0GIPZWT34903578,FORESTER,2009,10689.99,0,power train; ,2020-08-05,41,user27
AQ744PRF6TR968003,BOXSTER,2005,3077.71,1,normally aspirated; drum brake; anti-lock brake system (ABS); ,2020-03-16,36,roland
AUQIR5H4HRE068152,DAKOTA,2010,2960.28,1,,2020-07-24,37,user05
AX3YE647F3S125807,650I GRAN COUPE,2021,6666.1,0,drive shaft; ,2020-01-29,6,user14
AXJCCI3KSTC454653,E-350 ECONOLINE,2002,2573.9,0,,2021-05-05,14,user20
AYMY58PYO6D565858,ARNAGE,2008,1085.89,0,pickup; ,2020-01-21,5,user27
AZ1R666ZIWS777011,9-2X,2006,1822.31,1,,2020-04-11,39,user18
AZA8YX5O3PY967382,XKR,2004,3936.03,1,front axle assembly; ,2020-09-06,21,user27
B4HYVLVNMCG170801,WRAITH,2018,1973.54,1,wide cam; ,2021-04-16,38,user14
B6MT5EQQSFX854507,FORTE KOUP,2017,1387.34,1,high volume cylinder; ,2020-11-23,23,user03
B6RK4XX6O4W718066,SPRINTER 3500,2005,5686.99,1,gap; ,2020-11-20,15,user20
B8R5GVJM8U6577878,ELISE,2005,3400.69,1,no backfire/backfiring; ,2020-12-03,28,user20
BEE6XDILLEY125933,GX460,2020,2720.45,1,small spark plug gap; ,2021-04-28,26,user03
BEY7LC1EAWE388564,A6 QUATTRO,2001,1682.89,0,,2021-02-10,4,user05
BFTNOGUH70U239681,FE125,2011,1325.93,1,anti-lock brake system (ABS); ,2020-08-20,34,user16
BJBHBZBQT6J386548,FE145CC,2009,1821.05,1,high volume cylinder; wide chassis; ,2020-06-20,34,user27
BNWVPB0TCZ5369050,S3,2002,5624.89,1,disc brake; ,2020-07-28,4,user05
BO6V8DRDEV2627679,CAMRY,2017,4299.84,1,small spark plug gap; ,2021-01-29,43,user05
BQF4UKW5KVG474674,Q60,2018,3048.54,0,sport utility vehicle-SUV; ,2020-02-27,20,user14
BROGP21GT25414842,ACCENT,2007,4873.55,1,rack and pinion steering; ,2021-01-21,19,user16
BSAQRUZ4AQV214478,GL350,2011,2192.52,1,sturdy rear axle assembly; ,2020-05-05,32,user09
BTDUIDGMG7U029512,CLASSIC XL,2004,2937.38,0,superturbocharger; ,2020-05-25,15,user16
C15AQKT03T5311862,EL,2001,1204.33,1,broad wheelbase; ,2020-02-06,1,user14
C2JK28BV6S1248001,SILVERADO 3500 HD,2007,2888.35,1,anti-lock brake system (ABS); ,2021-05-26,9,user16
C2SS48P7UYI831488,XFR,2016,3974.39,1,sturdy rear axle assembly; hydraulic brakes; ,2021-03-01,21,user18
CF4BITIJB4X481530,9-7X,2009,4893.46,0,normally aspirated; ,2020-07-21,39,user14
CJJ5SBM35DI082557,CL55 AMG,2001,3555.84,1,innovative air bags; ,2021-06-05,32,user18
COPRS63UGGH984959,AMANTI,2007,5733.81,1,automatic safety features; ,2020-05-03,23,user07
CQ7SBSA7JFD966361,Q3,2019,5917.97,1,strong muffler; ,2020-12-19,4,roland
D1YNI86BAFG479600,COOPER,2005,2531.54,1,sturdy rear axle assembly; ,2020-11-29,33,user14
D44SOXOWG6K878614,612 SCAGLIETTI,2009,2452.04,1,disc brake; ,2020-12-28,12,user27
D5B2TT8TOPO661297,EVORA,2011,4437.13,0,great stabilizer bar; sturdy rear axle assembly; front wheel drive; ,2021-06-19,28,user07
D5SBJR5NFWQ090407,RX350,2013,2256.2,0,automatic transmission; great stabilizer bar; sturdy side impact beams; ,2020-06-05,26,user03
DN6MOZGET1A930783,MP4-12C,2013,2758.95,0,front wheel drive; front wheel drive; ,2020-12-15,31,user25
DOTCTR3JGMC599750,TOWN CAR,2003,3488.19,0,fuel injection; ,2021-01-01,27,user14
DQ8KBM24EHR977367,S60,2003,2766.83,1,detail; Automotive Service Excellence (ASE); strong muffler; ,2020-02-16,46,user25
DQXE6GO6G5V238732,SIERRA 3500 HD,2013,3899.84,1,,2020-06-15,17,user14
DSQZ3BMA8BE893479,ENCLAVE,2010,1132.35,0,broad wheelbase; hydraulic brakes; crankcase; ,2020-02-01,7,user27
DU3RGWYKW1Y406090,FX50,2013,1565.41,1,high torque; ,2021-03-20,20,user11
DVKLB2SJQZ4928063,VANQUISH,2006,5080.04,1,drive shaft; ,2020-05-21,3,roland
DXWOU1SERL5871765,PROWLER,2001,2950,1,no redline; can be used as sports car; ,2020-12-22,10,user11
E0TRL43QPJZ815034,RAINIER,2004,1357.72,1,hydraulic brakes; ,2021-03-20,7,user14
E4QKUQMW0P8911175,M35,2006,1416.37,1,innovative air bags; ,2020-05-08,20,user07
E7IYDL7OWFB606746,GT,2008,1113.78,1,great rpms; ,2021-01-01,2,roland
E7ONFGBD22A333203,MKT,2013,1276.66,1,ultra new transmission; ,2021-02-23,27,user25
EHD6YVSC102433673,DEFENDER,2011,1408.93,1,great engine; ,2021-05-02,25,user16
EL1MM2S516M653465,BOXSTER,2010,3077.71,1,superturbocharger; ,2021-05-19,36,roland
EQBIYSJUAOQ651323,COOPER,2009,2531.54,1,unibody construction; electronic transmission; ,2020-07-21,33,user09
EQBPALH70WZ127691,AZURE,2002,1136.21,1,hydraulic brakes; ,2020-06-10,5,user03
ESP5Z0140W6022687,ILX,2014,1971.29,1,electronic transmission; ,2021-05-26,1,user03
EZLHZ7DD2ZE033058,GIULIETTA,2020,2956.84,1,best possible traction; ,2020-07-24,2,user03
F1MEI0IF6FC764593,FORTWO,2007,4201.18,1,ultra new transmission; ,2020-06-25,40,user16
F3DB4T10CH7242347,QUATTROPORTE,2004,2062.89,1,,2021-03-03,29,user25
F5URJ1VH2JM567741,RX450H,2013,2457.98,0,high differential; ,2020-02-02,26,user07
F63IMMDNGBM441376,EL,2004,1204.33,1,active safety features; ,2020-12-16,1,user09
F66S3YWRFV8712696,ECONOLINE,2004,3896.03,1,supernew catalytic converter; ,2021-01-07,14,roland
FB4IGVK46ES832414,EXIGE,2010,9815.67,1,Automotive Service Excellence (ASE); sport utility vehicle-SUV; ,2020-11-05,28,user20
FC3M4R3UFSZ782289,M45,2010,2176.53,1,safe oil ring; ,2020-11-18,20,user09
FDMBXB0I4YT845555,SPRINTER 3500,2002,5686.99,1,high volume cylinder; ,2020-02-03,15,user27
FH1HMJOS4ZT144716,FORTE KOUP,2011,1387.34,1,no redline; ,2021-06-12,23,user18
FHR4SV2BZ3O982607,ML63 AMG,2012,3760.7,1,hydraulic brakes; ,2021-05-24,32,user07
FL02FHV2GJ3959589,V8 VANTAGE,2019,3976.03,1,rack and pinion steering; ,2021-05-28,3,roland
FLL6IM0OT4U839347,ILX,2021,1971.29,1,no backfire/backfiring; minivan; superturbocharger; ,2020-03-01,1,user09
FMETZSQTD6D874803,456 M GTA,2003,2445.32,1,,2020-11-14,12,user14
FRT45IU5U10388263,EVORA,2010,4054.4,1,great engine; ,2020-01-20,28,user25
FSWKSU6C60V569652,S80,2019,2654.27,1,engine displacement; ,2020-04-25,46,user14
FY32Q1YOL3Y555579,B200,2011,1145.6,0,manual transmission; sturdy rear axle assembly; ,2020-10-08,32,user11
G1P06L4HJ6H584223,EQUINOX,2006,2270.31,1,great engine; ,2020-02-06,9,user20
G3TV1J6XAGV702888,CROSSFIRE,2007,1594.31,1,automatic transmission; ,2020-01-27,10,user27
G4D6F6AOVRR018788,SL550,2008,4563.49,1,four-wheel drive; high volume cylinder; ,2020-09-14,32,user14
G4HBX46SPAS103801,LS,2005,5315.01,1,,2020-07-01,27,user26
G76Q0Y2PH58423466,ESPRIT,2002,3858.12,1,minivan; superturbocharger; no understeer; ,2020-07-20,28,user03
GD0BFGM17AX836671,MT45,2002,6348.39,1,convertible; ,2020-12-01,15,user07
GEL2DE0T8I5148201,FC80,2003,2168.4,1,high volume cylinder; high quality carburetor; ,2020-04-28,15,user03
GESZPBX67EE486101,CHEVY,2004,2389.92,1,,2020-06-04,9,user20
GGEWPOMLDT6438413,WRANGLER,2011,4194.74,1,front axle assembly; ,2021-03-21,22,user03
GHQ048ABH46553056,SPRINTER 3500,2005,10671.07,1,sturdy rear axle assembly; air filtration system; ,2020-03-13,15,user27
GJN18I5K5B7472150,VERANO,2013,1776.43,0,overdrive; ,2020-10-08,7,user07
GJNRBGU63NL045645,HIACE,2008,1211.47,0,best suspension; ,2021-03-11,43,roland
GMKQULBE7X4992195,CIRRUS,2007,2500,1,great stabilizer bar; best possible traction; ,2020-02-28,10,user14
GO1G8UWZ6CC394395,FORTWO,2017,4201.18,1,high block; ,2020-11-10,40,user26
GTW0MIZ1NOH019692,MURCIELAGO,2008,3704.7,1,front axle assembly; ,2020-12-08,24,user07
GV2UWRP5K1E172643,S8,2002,4190.23,1,original equipment manufacturer (OEM) parts; ,2020-12-08,4,user05
GVAEGKOKAKD311144,4C,2021,21038.87,1,wide chassis; ,2021-03-27,2,roland
GVPGI5Z60L1544905,FORFOUR,2005,1825.68,1,,2020-03-01,40,user03
GXF4VJG82KW841092,AZURE,2002,1136.21,1,wide transaxle; ,2020-03-02,5,user27
H05EDNWPRPP592467,GOLF,2002,2835.33,0,wide cam; front axle assembly; ,2021-06-12,45,user09
H28C7JTLHKS979441,ML550,2008,6318.78,1,superturbocharger; ,2020-03-28,32,user18
H2G3FZT7PBC532016,S8,2002,4190.23,1,power train; ,2020-05-21,4,user11
H5GMOZRUP8T165905,M45,2003,2176.53,1,small spark plug gap; great engine; crankcase; ,2020-04-06,20,user07
H6IZE44IC6O731141,VOYAGER,2003,1561.77,1,,2021-04-16,10,user11
H7A5VIFFP1A667799,RAV4,2014,4437.94,1,hydraulic brakes; ,2021-04-11,43,roland
H7QI1RIE4PV927179,CRUZE,2013,1525.28,1,sturdy rear axle assembly; ,2020-01-08,9,user16
H7YXEEZ5YBN321572,LS460,2013,2434.04,1,,2020-09-10,26,user14
HBLEGCX5QOM344604,PATRIOT,2010,3908.65,1,superturbocharger; ,2020-12-25,22,user26
HEXK80DLLFD126794,ZDX,2010,1811.92,0,best suspension; pickup; ,2021-05-23,1,user18
HI8BNKPUAJE220277,XK,2017,3044.29,1,drum brake; good piston; small spark plug gap; ,2020-12-28,21,roland
HOVBLXCQ8IF716757,FX45,2008,2580.48,1,,2020-04-29,20,user11
HTKXE18G4LM642663,9-7X,2009,4893.46,1,drive shaft; ,2020-11-30,39,roland
HXAALKJLHP8932836,LX470,2005,1647.56,1,broad wheelbase; ,2021-01-05,26,user11
HYJR3P5MJII589050,SUPERAMERICA,2005,1887.17,1,high quality carburetor; coupe; oversteer; ,2020-04-16,12,roland
HZM5D0NLDRM399010,MONTERO,2005,1026.96,1,no redline; ,2020-11-25,34,user11
I7WFVKAWQYK253909,TSURU,2003,4216.82,1,station wagon (Also known as wagon.); ,2020-12-14,35,user25
I8Y14BPSZXY404516,SORENTO,2011,1921.34,1,super new ignition system; ,2020-06-14,23,roland
IDCSBYUW1ML481404,COOPER COUNTRYMAN,2011,1649.32,0,drum brake; ,2020-10-03,33,user20
IG8PWUT4ME1344557,DAKOTA,2006,2960.28,1,automatic torque converter; no backfire/backfiring; ,2020-03-13,11,user16
IGRV02IHT73140725,FORTWO,2005,4201.18,1,electronic transmission; ,2020-02-24,40,user05
IH28F14QLL7256787,DURANGO,2011,2533.66,1,minivan; high block; ,2021-04-10,11,roland
IH8QCS8SA1W662224,V8 VANTAGE,2008,3976.03,0,innovative air bags; ,2021-02-20,3,user03
IHRJFBVFNUW829342,AQUATRAX F-15X GPSCAPE,2008,3070.98,1,gap; high volume cylinder; anti-lock brake system (ABS); ,2020-07-31,18,user18
IKDJI2NJR3A634690,COUNTRYMAN,2011,2103.2,1,,2020-11-23,33,user09
IMBUXHM60X6888380,XC70,2005,3369.1,0,wide transaxle; ,2020-07-13,46,user27
IQS5QPGTG0T954170,SEDONA,2019,3915.86,1,anti-lock brake system (ABS); air filtration system; ,2021-01-15,23,user09
IRDWE0OJSPW783332,MP4-12C,2013,2758.95,1,great stabilizer bar; ,2020-01-23,31,user05
